1,-0.25,0.0625,-0.015625,0.0039062
1,-0.24985,0.062425,-0.015597,0.0038969
1,-0.2497,0.06235,-0.015569,0.0038875
1,-0.24955,0.062275,-0.015541,0.0038782
1,-0.2494,0.0622,-0.015513,0.0038689
1,-0.24925,0.062126,-0.015485,0.0038596
1,-0.2491,0.062051,-0.015457,0.0038503
1,-0.24895,0.061976,-0.015429,0.003841
1,-0.2488,0.061901,-0.015401,0.0038318
1,-0.24865,0.061827,-0.015373,0.0038225
1,-0.2485,0.061752,-0.015345,0.0038133
1,-0.24835,0.061678,-0.015318,0.0038041
1,-0.2482,0.061603,-0.01529,0.0037949
1,-0.24805,0.061529,-0.015262,0.0037858
1,-0.2479,0.061454,-0.015235,0.0037766
1,-0.24775,0.06138,-0.015207,0.0037675
1,-0.2476,0.061306,-0.015179,0.0037584
1,-0.24745,0.061231,-0.015152,0.0037493
1,-0.2473,0.061157,-0.015124,0.0037402
1,-0.24715,0.061083,-0.015097,0.0037311
1,-0.247,0.061009,-0.015069,0.0037221
1,-0.24685,0.060935,-0.015042,0.003713
1,-0.2467,0.060861,-0.015014,0.003704
1,-0.24655,0.060787,-0.014987,0.003695
1,-0.2464,0.060713,-0.01496,0.003686
1,-0.24625,0.060639,-0.014932,0.0036771
1,-0.2461,0.060565,-0.014905,0.0036681
1,-0.24595,0.060491,-0.014878,0.0036592
1,-0.2458,0.060417,-0.014851,0.0036503
1,-0.24565,0.060344,-0.014823,0.0036414
1,-0.2455,0.06027,-0.014796,0.0036325
1,-0.24535,0.060196,-0.014769,0.0036236
1,-0.2452,0.060123,-0.014742,0.0036148
1,-0.24505,0.060049,-0.014715,0.0036059
1,-0.2449,0.059976,-0.014688,0.0035971
1,-0.24475,0.059902,-0.014661,0.0035883
1,-0.2446,0.059829,-0.014634,0.0035795
1,-0.24445,0.059756,-0.014607,0.0035707
1,-0.2443,0.059682,-0.01458,0.003562
1,-0.24415,0.059609,-0.014553,0.0035532
1,-0.244,0.059536,-0.014527,0.0035445
1,-0.24385,0.059463,-0.0145,0.0035358
1,-0.2437,0.059389,-0.014473,0.0035271
1,-0.24355,0.059316,-0.014446,0.0035184
1,-0.2434,0.059243,-0.01442,0.0035098
1,-0.24325,0.05917,-0.014393,0.0035011
1,-0.2431,0.059097,-0.014367,0.0034925
1,-0.24295,0.059024,-0.01434,0.0034839
1,-0.2428,0.058951,-0.014313,0.0034753
1,-0.24265,0.058879,-0.014287,0.0034667
1,-0.2425,0.058806,-0.01426,0.0034581
1,-0.24235,0.058733,-0.014234,0.0034496
1,-0.2422,0.05866,-0.014208,0.003441
1,-0.24205,0.058588,-0.014181,0.0034325
1,-0.2419,0.058515,-0.014155,0.003424
1,-0.24175,0.058443,-0.014128,0.0034155
1,-0.2416,0.05837,-0.014102,0.0034071
1,-0.24145,0.058298,-0.014076,0.0033986
1,-0.2413,0.058225,-0.01405,0.0033902
1,-0.24115,0.058153,-0.014024,0.0033818
1,-0.241,0.058081,-0.013997,0.0033734
1,-0.24085,0.058008,-0.013971,0.003365
1,-0.2407,0.057936,-0.013945,0.0033566
1,-0.24055,0.057864,-0.013919,0.0033482
1,-0.2404,0.057792,-0.013893,0.0033399
1,-0.24025,0.05772,-0.013867,0.0033316
1,-0.2401,0.057648,-0.013841,0.0033232
1,-0.23995,0.057576,-0.013815,0.0033149
1,-0.2398,0.057504,-0.013789,0.0033067
1,-0.23965,0.057432,-0.013763,0.0032984
1,-0.2395,0.05736,-0.013738,0.0032901
